Occurred,City,State,Country,Shape,Summary,Link
1999-04-15 02:30:00,Mexico City,Ciudad de México,Mexico,Sphere,I woke up with a sensation of dehydration and sweat and drank a glass of water feeling a need to open the windows curtain and I saw an,https://nuforc.org/sighting/?id=5555
1999-03-04 21:00:00,Puerto Vallarta,Jalisco,Mexico,Fireball,"Orange object moving from north to south in the western sky in Puerto Vallarta, Mexico.",https://nuforc.org/sighting/?id=5811
1999-02-28 22:00:00,Cancun,Quintana Roo,Mexico,Changing,Satilite like object then growing bright changing direction and moving rapidly upwards.,https://nuforc.org/sighting/?id=5322
1999-01-09 22:00:00,Cancun,Quintana Roo,Mexico,Unknown,i always and looking for satellites. this particular night i thought i had found one because of the speed that the light was moving was,https://nuforc.org/sighting/?id=5016
1999-01-09 02:39:00,Tijuana,Baja California,Mexico,Rectangle,A white flash of light moving east to west stopped for one second in the shape of a green rectangle with round corners.  Then It procee,https://nuforc.org/sighting/?id=5254
1998-12-05 19:00:00,Ajijic,Jalisco,Mexico,Light,"very bright pinpoint light w/ cone shape vapor trail. Observed for 5 min, looked to be at 3 to 5 k ft. pinpoint started to move and dis",https://nuforc.org/sighting/?id=15128
1998-12-05 19:00:00,Valle de Bravo,México,Mexico,Light,White bright light like a headlight with a cloudy proyection though heaven was clear. It suddenly disspareared leaving just the bright,https://nuforc.org/sighting/?id=20838
1998-11-15 12:00:00,Guadalajara,Jalisco,Mexico,Cylinder,empese a oir boses que me ablavan voltie asia riva y los vi unos silindricos esfericos unos que parecian cerpientes y tome varias fotos,https://nuforc.org/sighting/?id=4301
1998-09-15 21:00:00,San Luis Potosi,San Luis Potosí,Mexico,Disk,"Craft was approaching, it accelerated very fast, stopped and changed direction several times.",https://nuforc.org/sighting/?id=54416
1998-05-08 22:30:00,Tepatitlan de Morelos,Jalisco,Mexico,Light,We where on the road when we saw 2 long lights flying hirizontaly flashing alternatly. Then 2 or 3 sec. after it started decending and,https://nuforc.org/sighting/?id=31238
1997-08-23 22:00:00,Hermosillo,Sonora,Mexico,Other,"A white boomerrang spaceship decloaked (six blocks away), then like, warp speed away.(Star Trek stlye).",https://nuforc.org/sighting/?id=1976
1997-07-10 16:00:00,Tultitlan de Mariano Escobedo,México,Mexico,Triangle,vergel de la sierra mexico sightings black triangle ufo,https://nuforc.org/sighting/?id=24717
1997-05-15 22:00:00,Tehuacan,Puebla,Mexico,Oval,Oval object with half globe on the top and white-shiny haze around it,https://nuforc.org/sighting/?id=13565
1996-09-20 23:30:00,Cancun,Quintana Roo,Mexico,Light,3 dull orange lights closely clustered traveling from NNW to SSE. Traveling at high altitude & rate of speed with a abrupt jog to the e,https://nuforc.org/sighting/?id=35319
1996-08-14 22:00:00,Cancun,Quintana Roo,Mexico,Other,Points of lights in Cancun 96,https://nuforc.org/sighting/?id=68707
1996-05-15 00:00:00,Puerto Vallarta,Jalisco,Mexico,Diamond,4 diamond shaped light over the ocean in Mexico in May of 1996,https://nuforc.org/sighting/?id=8453
1996-05-01 12:00:00,La Paz,Baja California Sur,Mexico,Disk,"disc shape object shiny and abouth 20 meters in diameter hovering over agricultural fields in la moncada, gto, mexico",https://nuforc.org/sighting/?id=3323
1996-04-06 02:00:00,Santa Maria Huatulco,Oaxaca,Mexico,Light,"A moving light that resembled a star but moved in a crazy, erratic fashion and then zipped away and disappeared",https://nuforc.org/sighting/?id=18398
1996-03-29 15:00:00,Teotihuacan,México,Mexico,Disk,A disk-shaped flying object appeared above the Pyramid of the Sun at Teotihuacan in Mexico,https://nuforc.org/sighting/?id=173550
1996-03-15 03:00:00,San Felipe,Guanajuato,Mexico,Diamond,"While traveling to San Felipe for a fishing trip Three Immigration Inspectors and myself a Customs Inspector spotted a ""diamond"" to the",https://nuforc.org/sighting/?id=79917
1996-01-28 20:30:00,Aguascalientes,Aguascalientes,Mexico,Oval,"The witnesses of this sighting are my father,my brother and I, we were burning some electric cable in the ranch (San antonio de los Ped",https://nuforc.org/sighting/?id=74428
1995-09-02 18:30:00,Xico,Veracruz,Mexico,Oval,I was like 10 years old when I saw an oval shape object flying into a mountain hill and sit for around 2 min and after that was gone.,https://nuforc.org/sighting/?id=39447
1995-01-19 22:00:00,Cancun,Quintana Roo,Mexico,Chevron,Glowing objects flying over Cancun,https://nuforc.org/sighting/?id=11872
1994-12-04 11:00:00,Tampico,Tamaulipas,Mexico,Formation,"flotilla de ovnis tomada en video en Diciembre de 1994 en Tampico, Tamaulipas. Mexico.",https://nuforc.org/sighting/?id=38096
1994-09-15 10:00:00,Mexicali,Baja California,Mexico,Oval,"I seen one objet upper the Sierra cucapah (Cucapah mountains)the form of this objet: ovoid and gold color, this objet disappears when i",https://nuforc.org/sighting/?id=51063
1994-06-01 21:30:00,Ensenada,Baja California,Mexico,Light,"while scanning the stars,I was drawn to a perfect circle of stars or lights high in the sky. while exclaiming to my friend that this fo",https://nuforc.org/sighting/?id=58860
1994-05-08 22:00:00,Apaseo el Grande,Guanajuato,Mexico,Oval,"UFO sighting and scanning sentsation in El Ajusco, Mexico",https://nuforc.org/sighting/?id=52033
1993-03-08 21:35:00,San Martin Texmelucan de Labastida,Puebla,Mexico,Disk,"San Antonio del Mar, Baja California 5 miles north of Rosarito Beach Monday, March 8, 1993, 9:35 p.m.

 Bright moonlit night",https://nuforc.org/sighting/?id=129350
1993-03-08 19:35:00,San Martin Texmelucan de Labastida,Puebla,Mexico,Disk,Bright moonlit night with low fog on horizon No aircraft or boats off the coast of Baja California Bright lights appear at about 30 to,https://nuforc.org/sighting/?id=39904
1993-01-15 01:00:00,Puebla,Puebla,Mexico,Circle,After seeing this U.F.O i have become more open minded.,https://nuforc.org/sighting/?id=90192
1992-09-12 23:30:00,San Luis Potosi,San Luis Potosí,Mexico,Disk,"3 luminous objects, after being suspended in space, vanished at high speed, northbound.  Seen by two witnesses.",https://nuforc.org/sighting/?id=36337
1991-12-01 22:00:00,Reynosa,Tamaulipas,Mexico,Formation,THEY WERE FLYING AT AT A FAST SPEED,https://nuforc.org/sighting/?id=64312
1991-06-01 21:00:00,Zihuatanejo,Guerrero,Mexico,Cylinder,I looked up from a Beach called Los gatos and saw three circular disc in triangle formation shift forward and left  out of sight,https://nuforc.org/sighting/?id=56365
1989-11-17 07:30:00,Ensenada,Baja California,Mexico,Disk,A circular shaped craft  emiting three amber rays under it slowly hovering silently over the houses of the neighborhood .,https://nuforc.org/sighting/?id=46984
1988-06-30 23:00:00,Mexico City,Ciudad de México,Mexico,Disk,WE WERE COMMERCIAL NET FISHING SWORDFISH ABOUT 80 MILES INTO MEXICO ABOUT 120 MILES OF SHORE JUST SOUTH OF SAN DEIGO  THE NET IS A MILE,https://nuforc.org/sighting/?id=98043
1984-08-15 22:30:00,Mexico City,Ciudad de México,Mexico,Light,8/15/84    22:30    intense white light with two spheres        10 minutes     Object rises over desert accompanied by two spheres .,https://nuforc.org/sighting/?id=7737
1984-07-01 07:00:00,Morelia,Michoacán,Mexico,Sphere,Orange spheres close to homes in Mexico.,https://nuforc.org/sighting/?id=26888
1984-02-16 23:00:00,Guadalajara,Jalisco,Mexico,Formation,it happend while on a road to guadalajara jalisco mexico my 3 brothers ans sister are witnesses of seeing 5 objects flying very high in,https://nuforc.org/sighting/?id=18807
